PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI_Bucket
32.37,43.27,9.63,15.03,24.29,34.49,1.08,7.76,53.18,Satisfactory
23.89,41.27,11.16,17.22,27.99,33.65,1.21,9.99,73.43,Moderate
29.8,48.4,8.8,15.56,23.72,34.78,1.05,6.45,52.41,Moderate
89.92,50.56,8.8,14.48,22.61,34.06,1.12,5.5,61.97,Moderate
26.53,55.74,8.44,13.11,21.18,34.42,1.08,5.53,59.9,Moderate
23.55,35.3,9.42,8.94,18.09,35.35,1.12,6.66,71.42,Moderate
18.95,24.27,12.3,11.11,23.05,35.21,1.13,8.1,69.77,Moderate
28.83,31.28,7.17,9.57,16.05,34.89,1.07,6.32,70.18,Moderate
23.13,35.95,8.9,10.74,20.56,33.84,1.1,7.92,69.8,Moderate
23.75,38.41,6.83,7.94,13.96,35.0,1.14,5.55,66.85,Satisfactory
26.42,39.3,7.25,12.96,19.59,33.2,1.1,7.29,68.51,Satisfactory
25.93,45.54,7.81,10.0,16.39,35.98,0.76,6.48,77.45,Satisfactory
21.3,22.21,7.65,9.69,16.74,34.07,0.96,6.62,62.57,Moderate
24.14,30.66,8.42,12.38,20.29,34.17,1.05,7.5,68.75,Moderate
15.95,4.85,6.22,10.72,16.44,33.52,1.02,9.23,48.37,Satisfactory
21.57,27.05,6.57,4.95,11.52,8.8,1.14,9.75,25.46,Satisfactory
25.27,32.08,6.86,5.35,12.21,8.21,1.18,10.92,23.45,Satisfactory
30.04,35.85,7.37,6.23,13.6,7.35,1.15,10.51,17.24,Satisfactory
24.54,31.41,6.23,4.1,10.33,6.65,1.11,9.0,22.96,Satisfactory
33.9,46.17,6.38,4.63,11.01,5.88,1.2,10.29,21.44,Satisfactory
52.45,60.71,6.4,4.83,11.23,8.29,1.29,13.17,21.6,Satisfactory
41.86,53.51,6.42,5.13,11.54,7.91,1.23,10.78,26.17,Satisfactory
31.96,40.35,10.09,8.43,18.53,8.5,1.06,10.19,24.67,Satisfactory
25.27,31.0,7.16,9.76,16.92,17.23,1.13,12.64,24.69,Satisfactory
14.62,21.66,6.14,7.23,13.37,11.82,0.92,9.3,29.76,Satisfactory
31.72,40.05,7.53,9.86,17.39,12.78,1.01,10.14,25.1,Satisfactory
45.61,58.71,7.41,8.76,16.17,16.78,1.07,12.19,23.55,Satisfactory
47.61,60.24,7.68,9.09,16.77,17.37,1.08,11.53,22.5,Satisfactory
40.11,58.23,7.7,8.03,15.73,16.98,1.09,12.98,20.05,Satisfactory
40.07,54.75,7.08,7.6,14.68,16.77,1.09,11.29,22.67,Satisfactory
39.21,54.24,6.98,7.64,14.62,16.48,1.05,11.11,24.46,Satisfactory
24.28,33.56,6.03,5.44,11.47,13.2,0.91,9.87,23.45,Satisfactory
25.21,39.66,7.14,7.22,14.36,13.79,0.89,9.53,21.47,Good
32.92,46.75,9.74,8.87,18.61,23.1,1.13,12.05,21.03,Satisfactory
32.66,44.95,9.48,8.66,18.14,17.79,1.14,10.79,16.94,Satisfactory
20.57,30.17,21.38,9.03,16.33,28.83,1.08,9.95,18.84,Satisfactory
22.24,30.83,12.11,16.56,28.67,33.46,1.1,9.17,15.45,Satisfactory
32.66,42.31,10.8,16.06,26.86,32.64,1.12,10.15,20.99,Satisfactory
38.05,50.06,11.61,18.12,29.73,31.08,1.16,9.78,21.53,Satisfactory
43.69,57.64,13.81,16.21,30.02,30.6,1.21,9.97,15.25,Satisfactory
33.18,43.18,11.79,16.49,28.28,28.84,1.2,9.32,17.25,Satisfactory
20.3,28.53,11.04,15.35,26.39,26.22,1.08,8.76,16.49,Satisfactory
25.52,37.46,9.89,15.81,25.7,26.58,1.17,10.05,23.05,Satisfactory
33.77,60.13,10.69,16.19,26.88,27.95,1.11,9.86,20.52,Satisfactory
26.0,34.04,11.83,16.04,27.87,28.33,1.03,9.67,20.58,Satisfactory
23.53,25.85,9.49,14.15,23.64,28.17,1.34,9.47,22.82,Satisfactory
18.46,23.48,9.72,14.24,23.95,26.82,1.28,9.1,21.57,Satisfactory
24.63,30.93,10.59,14.46,25.05,28.25,1.33,9.93,21.48,Satisfactory
28.19,45.47,11.46,14.71,26.17,31.24,1.32,9.12,21.14,Satisfactory
29.67,39.09,10.73,15.24,25.98,32.4,1.34,9.24,22.49,Satisfactory
22.93,30.85,9.28,14.95,24.24,32.32,1.36,9.29,22.83,Satisfactory
42.15,49.46,10.22,14.55,24.77,32.74,1.41,9.82,23.49,Satisfactory
33.16,46.87,8.47,13.11,21.58,29.66,1.3,8.54,25.3,Satisfactory
37.3,49.5,9.98,17.11,27.08,28.0,1.43,9.65,20.4,Satisfactory
36.5,47.87,11.01,14.28,25.28,29.73,1.4,9.56,18.9,Satisfactory
46.54,60.6,10.81,15.3,26.11,32.5,1.47,9.95,19.73,Satisfactory
30.42,46.23,10.59,14.59,25.18,33.14,1.4,9.48,19.32,Satisfactory
32.04,42.82,10.02,13.03,23.05,30.34,1.47,9.52,17.73,Satisfactory
17.83,24.72,9.45,11.43,20.87,28.32,1.42,8.84,18.86,Satisfactory
8.99,13.35,8.83,10.06,18.89,25.25,1.3,8.41,18.23,Satisfactory
16.17,22.18,9.35,10.12,19.47,25.99,1.4,8.92,17.98,Satisfactory
26.24,31.0,10.16,10.66,20.83,27.56,1.53,9.18,15.36,Satisfactory
27.31,33.33,11.54,9.81,21.34,26.66,1.48,9.88,11.47,Satisfactory
13.02,21.58,9.39,7.31,16.71,26.76,1.3,9.44,21.12,Satisfactory
16.04,18.93,8.7,6.16,14.86,32.28,1.38,9.54,21.33,Satisfactory
17.98,22.41,8.89,5.97,14.85,31.14,1.32,8.38,18.33,Satisfactory
23.38,28.34,10.23,7.36,17.58,28.44,1.33,8.69,13.68,Satisfactory
30.14,36.58,9.75,8.29,18.03,26.29,1.37,8.93,17.27,Satisfactory
27.15,32.37,9.15,8.65,17.8,26.68,1.47,9.08,21.6,Satisfactory
18.39,21.44,8.54,6.9,15.44,26.69,1.32,8.27,23.87,Satisfactory
22.4,28.27,9.13,7.83,16.96,25.25,1.37,8.48,18.16,Satisfactory
34.0,39.77,10.97,8.4,19.37,23.99,1.46,8.93,15.78,Satisfactory
20.52,25.03,9.26,7.08,16.34,22.55,1.38,8.42,17.08,Satisfactory
25.72,30.68,10.2,8.11,18.32,22.26,1.45,8.95,17.0,Satisfactory
35.3,44.65,9.66,8.84,18.5,22.16,1.48,8.77,16.9,Satisfactory
26.08,38.26,9.18,7.94,17.12,21.85,1.48,8.83,15.24,Satisfactory
23.94,36.68,9.58,7.75,17.34,20.73,1.44,9.55,13.29,Satisfactory
24.59,36.39,8.89,7.15,16.04,21.57,1.45,9.78,14.73,Satisfactory
26.58,37.85,8.77,7.44,16.21,21.71,1.51,10.3,18.66,Satisfactory
12.12,17.22,8.32,6.65,14.97,19.4,1.38,8.85,17.4,Satisfactory
14.18,19.5,8.23,7.81,16.04,2.69,1.51,8.63,18.18,Satisfactory
10.99,16.31,7.94,9.74,17.69,2.13,1.6,8.24,17.71,Satisfactory
19.54,25.15,8.5,10.78,19.28,1.93,1.66,8.74,15.98,Satisfactory
20.2,34.12,9.33,10.91,20.25,2.09,1.65,9.41,13.42,Satisfactory
22.45,32.45,8.47,8.44,16.9,2.71,1.86,8.99,14.89,Satisfactory
16.71,26.91,7.72,5.04,12.64,3.73,1.73,8.26,15.78,Satisfactory
15.74,22.09,7.93,5.83,13.76,3.46,1.68,8.3,15.92,Satisfactory
10.25,14.91,7.28,3.29,10.14,4.32,1.52,7.53,16.01,Satisfactory
15.48,27.15,7.63,4.61,12.22,3.9,1.5,8.97,17.62,Satisfactory
19.25,26.54,8.49,7.04,15.52,3.31,1.48,8.47,13.55,Satisfactory
18.33,24.32,7.65,4.4,12.05,4.01,1.56,8.41,18.33,Satisfactory
24.77,30.35,8.54,6.82,15.37,3.4,1.62,8.85,18.34,Satisfactory
30.56,38.2,9.2,6.43,15.62,3.7,1.63,9.0,17.11,Satisfactory
17.2,21.19,8.85,4.44,13.2,4.38,1.51,8.72,15.53,Satisfactory
23.29,28.7,7.79,3.11,10.87,4.64,1.59,8.86,17.23,Satisfactory
24.66,30.55,7.77,3.2,10.97,4.6,1.61,8.65,19.0,Satisfactory
21.46,30.93,8.13,3.78,11.9,4.5,1.64,9.03,19.51,Satisfactory
15.12,17.74,9.56,7.26,14.73,3.9,1.6,8.56,19.64,Satisfactory
28.17,92.79,7.45,12.36,19.81,1.87,1.63,9.17,20.65,Satisfactory
32.52,32.53,8.68,12.85,21.53,1.81,1.39,9.46,19.73,Satisfactory
23.5,28.44,7.28,9.9,17.18,2.59,1.42,9.57,22.24,Satisfactory
24.67,35.74,9.6,12.88,22.47,2.7,1.43,10.44,18.83,Satisfactory
29.16,34.32,12.17,16.04,28.21,1.7,1.47,10.75,17.68,Satisfactory
32.48,39.58,8.74,10.18,18.91,2.73,1.49,10.23,16.96,Satisfactory
22.37,33.05,8.42,8.98,17.41,3.08,1.49,9.78,16.06,Satisfactory
32.43,40.51,10.69,13.46,24.14,2.19,1.68,10.61,18.72,Satisfactory
28.91,36.33,9.95,15.53,25.49,2.1,1.75,10.2,25.25,Satisfactory
27.22,33.02,7.78,8.08,15.86,3.26,1.69,10.07,25.24,Satisfactory
25.04,32.78,7.23,8.1,15.33,3.01,1.72,10.29,29.28,Satisfactory
33.09,37.68,7.63,9.07,16.69,3.16,1.71,9.8,22.04,Satisfactory
31.11,34.26,7.03,6.01,13.04,3.59,1.71,9.57,39.08,Satisfactory
38.4,46.39,6.86,7.5,14.36,2.98,1.74,9.76,37.54,Satisfactory
39.31,53.54,7.23,7.16,14.39,3.1,1.75,10.27,34.91,Satisfactory
29.37,39.73,6.91,7.82,14.73,3.09,1.76,10.43,46.46,Satisfactory
29.47,37.82,6.64,4.88,11.5,3.72,1.64,9.85,40.39,Satisfactory
20.54,25.22,6.4,2.78,9.15,4.37,1.57,10.12,41.74,Satisfactory
14.83,17.47,6.42,3.07,9.19,4.47,1.54,9.42,46.68,Satisfactory
37.4,42.97,6.81,6.55,13.35,3.29,1.71,10.09,37.95,Satisfactory
33.08,40.8,7.38,12.03,19.42,2.95,1.77,10.22,29.95,Satisfactory
36.99,45.64,8.18,23.55,31.73,0.46,1.78,10.68,33.03,Satisfactory
27.83,35.86,7.72,14.49,22.22,0.94,1.74,10.65,34.71,Satisfactory
11.52,14.79,6.63,7.54,14.17,2.76,1.65,10.06,30.15,Satisfactory
23.68,34.51,11.55,30.1,39.0,2.92,2.17,10.95,30.66,Moderate
30.55,36.22,13.08,40.93,52.89,0.66,2.13,11.23,20.31,Moderate
28.58,44.21,11.63,33.12,44.76,1.87,2.15,11.31,28.91,Moderate
19.33,26.65,11.15,19.61,30.19,5.77,1.99,10.95,24.69,Moderate
23.09,26.71,9.43,15.74,25.17,5.65,1.91,10.41,26.69,Moderate
24.05,27.29,9.42,18.1,27.51,5.24,2.0,10.9,29.78,Satisfactory
26.5,30.81,7.05,10.77,17.82,5.63,1.8,10.2,31.48,Satisfactory
20.96,23.61,11.79,10.32,22.11,9.45,1.74,9.78,20.0,Satisfactory
13.91,21.06,7.58,9.24,16.78,6.74,1.7,9.48,21.79,Satisfactory
17.97,19.39,7.24,5.85,12.71,7.76,1.73,10.61,25.7,Satisfactory
26.81,34.61,7.44,6.07,12.53,8.07,1.7,11.78,26.31,Satisfactory
9.46,12.44,6.4,5.43,11.51,7.36,1.61,10.17,22.77,Satisfactory
17.27,19.03,9.82,14.64,24.46,6.46,1.75,10.14,18.75,Satisfactory
18.79,22.86,10.27,13.75,23.83,6.82,1.9,10.06,21.08,Satisfactory
7.62,15.8,8.84,13.31,22.15,6.39,1.9,10.73,24.09,Satisfactory
11.63,19.73,8.69,10.5,18.62,7.39,1.28,10.27,26.59,Satisfactory
21.96,32.03,11.49,19.43,30.92,6.06,0.61,11.11,23.59,Good
41.93,48.23,12.98,26.71,39.69,4.94,0.91,11.89,26.22,Satisfactory
23.94,26.71,8.77,18.38,27.14,4.67,0.8,10.78,32.72,Satisfactory
31.97,45.71,9.78,26.66,36.14,4.37,0.88,12.0,39.01,Moderate
48.43,62.59,10.02,31.98,41.99,2.93,0.73,11.04,44.09,Satisfactory
44.09,56.54,11.03,21.36,31.42,3.88,0.27,9.79,41.21,Satisfactory
42.52,55.08,10.01,22.85,32.86,3.56,0.3,10.34,38.86,Satisfactory
29.68,44.27,8.53,20.4,28.93,3.57,0.31,10.35,44.38,Satisfactory
33.6,39.11,9.49,17.88,27.37,3.8,0.33,9.84,46.4,Satisfactory
23.15,25.42,8.75,14.92,23.68,4.07,0.28,9.79,44.49,Satisfactory
37.65,50.65,11.44,29.58,41.05,3.36,0.53,10.52,37.11,Satisfactory
52.48,61.45,12.21,31.26,43.46,3.19,0.58,12.9,47.02,Satisfactory
37.83,47.3,10.56,26.77,37.34,3.39,0.45,14.87,44.47,Satisfactory
43.18,49.36,11.09,28.47,39.56,3.44,0.47,12.56,37.82,Satisfactory
36.48,43.78,11.36,23.84,35.21,4.77,0.42,12.44,31.05,Satisfactory
37.91,42.54,9.71,23.99,33.7,4.47,0.43,12.93,33.48,Satisfactory
30.69,32.7,7.56,16.58,24.14,5.06,0.45,12.08,44.0,Satisfactory
28.62,39.01,15.43,31.32,41.45,7.53,0.52,12.8,20.34,Satisfactory
40.62,55.44,14.86,31.43,46.29,4.69,0.64,15.93,24.99,Satisfactory
27.97,33.76,13.84,22.97,34.21,5.37,0.65,15.2,24.34,Satisfactory
40.82,60.26,11.08,28.22,39.31,3.79,1.01,13.21,29.18,Satisfactory
37.61,47.12,11.4,30.24,41.64,3.3,0.86,14.02,32.71,Satisfactory
40.82,47.48,8.24,25.42,33.66,3.13,0.72,11.67,39.49,Satisfactory
45.61,59.47,7.96,25.28,33.24,3.56,0.73,13.1,45.32,Satisfactory
44.08,56.18,10.09,29.24,39.33,3.39,0.78,13.34,34.43,Satisfactory
35.34,45.8,8.78,23.67,32.45,3.29,0.72,12.21,35.72,Satisfactory
37.45,56.98,12.63,27.06,39.68,4.64,0.76,12.43,23.12,Satisfactory
28.59,39.6,11.67,24.31,35.99,5.2,0.74,13.05,21.37,Satisfactory
24.58,28.98,14.52,27.19,41.71,5.92,0.69,13.02,15.06,Satisfactory
14.62,25.64,8.12,13.32,21.45,6.32,0.5,11.06,20.39,Good
16.63,25.53,9.69,16.82,26.51,6.4,0.55,11.74,18.88,Good
21.13,34.41,11.93,25.12,37.04,5.15,0.72,11.67,19.13,Good
36.7,57.77,9.72,23.8,33.51,4.0,0.64,12.83,31.07,Satisfactory
50.37,69.92,9.67,32.17,41.84,2.81,0.64,12.84,44.62,Satisfactory
63.1,73.83,9.19,29.72,38.91,1.72,0.64,12.75,45.09,Moderate
47.21,53.76,8.18,28.01,36.2,2.56,0.64,11.9,50.73,Satisfactory
22.85,26.88,6.91,16.03,22.94,4.26,0.55,10.93,38.65,Satisfactory
30.38,40.05,9.54,27.02,36.55,3.59,0.63,12.43,38.32,Satisfactory
33.68,55.88,9.33,28.68,38.0,2.96,0.58,13.49,39.94,Satisfactory
36.58,56.89,20.65,22.38,23.2,4.85,0.75,12.16,38.75,Satisfactory
40.64,47.08,70.12,67.46,20.18,8.48,1.22,2.22,17.93,Satisfactory
47.34,57.42,2.1,61.67,56.78,3.95,1.25,0.98,27.54,Satisfactory
61.83,64.64,1.82,28.01,29.82,0.86,1.1,1.8,33.82,Satisfactory
52.93,61.52,1.83,41.45,43.02,2.22,0.93,1.65,45.61,Satisfactory
25.47,29.67,1.85,38.57,40.44,1.03,0.95,0.69,26.17,Satisfactory
44.69,55.01,1.32,32.72,34.07,3.12,0.69,1.7,28.94,Satisfactory
50.32,59.46,0.77,17.86,18.6,3.92,0.31,2.34,37.31,Satisfactory
29.87,37.2,0.68,16.25,15.8,7.94,0.05,2.57,44.05,Satisfactory
37.97,41.65,0.68,17.98,18.78,5.76,0.08,2.02,47.98,Satisfactory
46.3,59.72,0.65,22.7,23.62,7.98,0.21,3.05,46.41,Satisfactory
45.86,55.02,0.72,25.69,24.4,7.2,0.25,1.23,41.59,Satisfactory
35.43,43.42,0.68,10.99,10.73,6.48,0.24,1.7,32.52,Satisfactory
35.5,47.63,0.75,11.44,12.45,7.36,0.23,1.35,22.6,Satisfactory
30.71,43.01,1.03,57.52,59.02,10.82,0.3,6.8,18.95,Satisfactory
35.75,46.27,1.53,54.12,55.69,1.1,0.35,5.44,25.08,Satisfactory
37.35,42.38,1.11,32.55,33.68,3.32,0.27,5.87,25.41,Satisfactory
33.6,45.27,0.68,2.76,3.8,8.31,0.2,8.38,31.52,Satisfactory
26.73,38.02,47.78,5.88,0.89,13.99,0.15,8.0,31.11,Satisfactory
34.26,58.5,56.71,13.85,0.38,16.79,0.17,7.74,38.13,Satisfactory
24.39,32.93,0.67,45.88,46.56,6.23,0.17,10.93,42.57,Satisfactory
31.25,44.99,0.86,16.24,17.14,9.22,0.16,9.15,56.58,Satisfactory
35.25,46.52,0.84,16.01,16.97,9.23,0.23,9.87,43.74,Satisfactory
42.81,50.62,0.86,17.48,18.45,4.73,0.3,10.25,25.75,Satisfactory
45.36,59.48,1.43,41.31,42.75,9.75,0.15,7.19,45.04,Moderate
43.84,56.9,0.48,20.93,21.42,2.29,0.42,9.03,36.77,Satisfactory
36.23,46.99,0.34,14.64,14.59,3.45,0.33,7.93,43.26,Satisfactory
33.16,38.77,0.25,9.66,10.01,3.34,0.28,7.23,49.97,Satisfactory
37.73,50.33,0.52,43.14,43.85,2.77,0.38,11.09,46.42,Satisfactory
42.24,56.3,1.84,66.14,66.74,18.73,0.27,9.6,47.42,Moderate
38.17,50.14,0.95,55.45,56.31,20.81,0.2,8.61,51.15,Satisfactory
32.89,48.87,1.02,21.79,21.1,1.59,0.39,11.51,48.39,Satisfactory
35.96,50.0,0.28,21.83,22.1,0.71,0.6,13.08,43.57,Satisfactory
47.22,54.3,0.25,17.71,17.98,0.25,0.55,12.09,45.79,Satisfactory
36.07,61.08,0.62,39.17,39.78,9.19,0.78,9.38,33.48,Satisfactory
35.78,72.29,0.64,48.19,48.32,9.38,0.73,9.96,36.31,Satisfactory
29.92,46.25,0.36,37.54,37.92,3.27,0.57,8.92,33.96,Satisfactory
23.39,27.13,0.72,48.04,48.74,1.6,0.75,6.45,23.64,Satisfactory
24.05,30.31,0.93,41.16,42.12,5.82,0.84,6.42,23.09,Satisfactory
25.32,28.63,0.79,36.82,37.62,1.82,1.46,6.32,17.1,Satisfactory
28.38,34.57,0.95,32.78,37.66,8.52,0.95,6.32,21.9,Satisfactory
313.22,607.98,69.16,36.39,110.59,33.85,15.2,9.25,41.68,Severe
186.18,269.55,62.09,32.87,88.14,31.83,9.54,6.65,29.97,Severe
87.18,131.9,25.73,30.31,47.95,69.55,10.61,2.65,19.71,Moderate
151.84,241.84,25.01,36.91,48.62,130.36,11.54,4.63,25.36,Very Poor
146.6,219.13,14.01,34.92,38.25,122.88,9.2,3.33,23.2,Very Poor
149.58,252.1,17.21,37.84,42.46,134.97,9.44,3.66,26.83,Very Poor
217.87,376.51,26.99,40.15,52.41,134.82,9.78,5.82,28.96,Very Poor
229.9,360.95,23.34,43.16,51.21,138.13,11.01,3.31,30.51,Very Poor
201.66,397.43,19.18,38.56,45.6,140.6,11.09,3.48,32.94,Very Poor
221.02,361.74,24.79,46.39,55.19,134.06,9.7,5.91,34.12,Very Poor
205.41,393.2,28.46,47.29,57.88,131.1,10.98,5.54,50.37,Very Poor
212.41,345.63,24.77,44.71,54.66,148.51,9.3,5.17,40.08,Very Poor
197.61,301.04,34.28,45.88,62.95,145.48,11.52,5.95,39.54,Very Poor
164.39,227.38,20.78,41.17,48.09,166.7,10.32,4.85,42.05,Very Poor
166.19,283.93,47.91,56.7,79.73,124.64,10.81,6.94,43.25,Very Poor
174.98,309.99,42.33,49.41,70.6,136.4,11.46,4.69,34.7,Very Poor
196.46,356.2,42.18,53.04,80.18,125.49,8.87,5.13,25.77,Very Poor
201.51,359.75,45.51,53.77,75.83,120.45,8.99,5.43,23.22,Very Poor
183.35,305.13,27.32,39.88,55.67,148.49,9.02,4.21,25.34,Very Poor
165.63,257.04,16.47,34.23,37.68,146.31,8.03,4.11,22.69,Very Poor
159.54,235.27,12.27,22.56,33.02,63.23,9.01,7.05,18.56,Very Poor
143.68,183.89,14.75,21.82,34.88,39.65,10.58,8.64,6.94,Very Poor
128.73,136.07,11.99,17.35,29.46,39.98,8.74,6.77,10.91,Poor
164.98,200.02,10.38,15.77,25.49,38.77,9.39,8.89,9.35,Very Poor
148.59,203.81,11.82,20.83,28.29,45.62,11.44,5.96,16.65,Very Poor
129.34,137.86,12.46,25.66,29.48,60.96,10.19,6.78,18.18,Poor
154.2,217.2,14.41,30.39,34.63,40.96,10.36,6.42,17.11,Very Poor
134.6,156.9,18.96,28.6,35.57,49.71,10.21,5.21,15.23,Poor
173.13,277.0,23.14,38.34,48.89,62.03,11.74,5.53,16.29,Very Poor
178.04,272.61,19.8,38.43,44.45,69.78,11.58,6.43,14.91,Very Poor
158.59,207.06,30.67,41.36,57.77,67.66,8.7,5.03,17.51,Very Poor
211.59,371.05,57.56,58.17,93.17,96.69,13.08,9.9,23.28,Very Poor
163.64,219.84,13.7,37.25,39.34,84.49,10.59,5.31,28.38,Very Poor
157.71,194.09,12.28,31.05,34.1,66.38,8.21,5.64,28.56,Very Poor
137.26,147.08,15.21,29.69,36.06,53.28,9.11,5.06,15.07,Very Poor
131.76,127.42,23.15,36.51,47.4,51.24,8.18,4.85,21.7,Poor
151.6,330.99,46.66,67.0,84.76,63.45,5.51,9.13,33.92,Very Poor
160.75,210.52,37.54,57.69,71.68,58.15,10.28,6.91,43.44,Very Poor
145.34,215.69,30.54,50.39,61.78,66.72,5.39,8.66,30.43,Very Poor
134.67,109.86,19.95,39.18,44.48,74.29,5.11,9.7,20.62,Poor
153.07,218.23,23.41,42.2,48.01,79.54,10.88,5.81,19.02,Very Poor
116.91,316.14,33.79,53.63,64.04,95.13,12.64,7.54,27.17,Very Poor
177.98,394.97,30.48,42.73,58.19,69.47,13.75,9.2,25.58,Very Poor
167.01,328.43,32.23,44.61,55.13,83.96,11.26,7.77,27.62,Very Poor
193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,Very Poor
184.06,497.37,44.16,58.15,75.98,61.89,13.78,9.13,40.91,Very Poor
152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,Very Poor
161.27,195.78,23.71,25.4,42.76,75.66,10.3,5.6,41.62,Very Poor
188.2,253.53,69.2,60.29,104.31,79.83,16.23,8.65,36.54,Very Poor
159.97,193.78,24.53,40.51,47.8,81.44,13.11,5.08,31.88,Very Poor
144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,Very Poor
155.38,191.03,35.51,45.11,57.91,69.59,14.21,12.24,30.11,Very Poor
124.1,107.61,15.38,31.83,32.15,70.25,9.73,5.68,27.19,Poor
141.39,157.01,21.95,38.23,42.71,36.38,9.29,9.43,36.86,Poor
170.16,238.33,36.04,48.4,60.78,34.14,14.17,9.28,37.39,Very Poor
148.19,169.57,14.79,29.28,34.14,34.91,14.13,5.94,31.57,Very Poor
140.78,171.64,11.34,20.95,26.65,23.22,13.61,6.98,28.72,Very Poor
130.42,163.67,13.85,24.75,31.46,22.36,12.78,12.12,34.08,Very Poor
105.86,169.28,9.21,20.65,25.3,16.49,11.8,12.48,41.38,Very Poor
71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,Very Poor
53.71,60.15,11.02,13.43,20.48,19.11,10.19,3.21,22.08,Poor
83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,Poor
91.07,139.15,13.71,24.28,28.73,17.44,10.64,4.68,25.83,Moderate
106.57,196.19,25.97,31.12,45.48,28.86,9.36,5.97,32.88,Poor
101.75,163.14,20.56,26.59,34.17,32.04,10.55,5.96,33.67,Very Poor
77.57,90.54,12.07,19.15,24.66,16.83,9.48,5.18,23.09,Poor
63.24,80.2,13.52,20.35,27.44,16.12,8.19,3.98,20.71,Moderate
76.62,117.38,10.49,18.21,22.84,15.2,9.02,4.2,22.85,Moderate
86.7,150.92,11.44,18.82,25.78,18.88,7.98,3.84,25.87,Poor
104.29,176.2,14.94,25.63,32.66,29.48,10.76,6.3,29.62,Poor
115.93,203.75,18.48,32.29,37.84,30.72,11.3,7.03,35.05,Very Poor
108.66,173.89,15.61,30.75,37.02,23.31,10.23,10.65,34.05,Very Poor
67.94,105.29,14.3,29.78,32.1,29.21,9.18,10.14,23.39,Poor
38.89,46.68,9.49,17.76,21.45,30.59,8.23,4.25,22.0,Moderate
45.39,74.14,10.2,17.14,22.27,33.16,7.87,8.8,25.55,Moderate
55.55,104.33,12.18,20.96,25.28,39.8,10.45,7.19,23.11,Poor
50.59,95.56,9.32,16.6,21.74,39.16,7.83,3.6,27.5,Moderate
69.51,136.67,14.05,23.77,30.29,36.77,7.89,4.97,27.07,Poor
96.62,168.0,19.15,29.04,37.12,35.07,9.59,6.66,29.01,Poor
96.28,172.91,20.18,29.21,37.78,32.01,8.82,7.31,25.97,Poor
72.2,122.12,9.39,20.27,23.15,32.52,8.5,4.4,25.48,Poor
78.47,131.42,12.57,23.04,28.5,32.13,8.6,4.07,27.1,Poor
91.87,179.36,21.3,30.01,40.31,31.79,10.1,7.35,34.78,Poor
107.26,201.08,21.52,33.82,42.98,27.92,11.69,11.82,45.78,Very Poor
109.78,217.9,24.1,33.02,44.26,28.0,12.67,9.3,40.0,Very Poor
62.27,117.81,12.01,24.76,27.71,27.34,9.29,10.91,31.08,Poor
102.22,212.96,22.14,29.41,40.44,32.82,10.47,17.16,40.23,Very Poor
104.36,202.01,23.55,33.86,43.2,37.35,14.42,16.92,32.84,Very Poor
44.19,57.0,7.11,17.6,19.91,28.77,9.58,7.75,26.81,Poor
55.66,78.64,10.22,20.13,26.74,30.62,9.56,9.34,34.15,Poor
112.86,167.6,24.6,32.71,45.12,36.05,10.15,19.48,38.45,Very Poor
78.51,112.78,9.82,20.54,27.51,31.04,6.72,14.37,35.54,Poor
66.52,76.05,11.21,18.47,27.79,35.48,8.24,10.62,24.85,Poor
62.56,86.11,10.66,24.96,30.36,28.46,5.52,12.94,27.98,Poor
78.61,145.1,13.0,27.75,39.45,32.3,7.97,16.72,40.79,Poor
119.7,195.47,34.3,32.83,59.96,44.66,11.01,16.63,30.32,Very Poor
66.09,95.81,7.57,24.47,30.04,29.78,7.29,8.34,43.23,Poor
95.34,120.2,11.64,34.72,37.7,24.84,9.28,17.99,61.68,Very Poor
63.57,148.17,11.33,35.15,41.13,30.04,6.57,10.48,35.18,Poor
96.56,203.67,17.46,52.77,62.06,30.32,4.63,15.8,59.88,Poor
131.39,234.65,22.86,59.52,72.68,34.01,5.84,21.5,73.72,Very Poor
75.35,91.73,9.63,45.3,40.75,28.79,7.73,13.08,49.21,Poor
86.49,116.62,14.18,50.3,56.07,38.86,3.67,14.99,62.52,Poor
77.07,132.68,13.41,42.65,50.06,36.68,6.85,14.04,55.44,Poor
98.79,161.43,18.39,47.41,45.1,34.8,11.65,13.75,31.14,Very Poor
81.81,164.56,18.2,44.06,58.92,37.84,5.94,21.44,59.29,Poor
65.78,180.67,18.75,40.09,55.98,30.04,7.38,14.34,54.47,Poor
119.82,268.65,26.27,51.11,66.92,28.99,8.21,17.21,65.72,Very Poor
125.53,308.82,32.69,64.73,87.58,34.39,8.84,18.02,65.08,Severe
121.51,336.63,18.14,60.41,68.41,33.63,6.75,20.98,87.04,Very Poor
114.5,327.81,23.52,50.7,63.45,30.3,6.84,19.38,74.49,Very Poor
101.83,279.41,26.26,55.27,72.67,24.36,7.36,19.29,69.41,Very Poor
